Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,Product Name,Sales,Quantity,Discount,Profit
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,New Albany,Avery 485,75.18,6,0,35.3346
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,New Albany,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,New Albany,"Global Leather Task Chair, Black",89.99,1,0,17.0981
CA-2016-105816,11-12-2016,17-12-2016,Standard Class,JM-15265,New York City,Advantus Push Pins,15.26,7,0,6.2566
CA-2016-105816,11-12-2016,17-12-2016,Standard Class,JM-15265,New York City,AT&T CL83451 4-Handset Telephone,1029.95,5,0,298.6855
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,Home/Office Personal File Carts,208.56,6,0,52.14
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,Xerox 232,32.4,5,0,15.552
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,Novimex Turbo Task Chair,319.41,5,0.1,7.098
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,"Array Parchment Paper, Assorted Colors",14.56,2,0,6.9888
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,0,3.3
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,Plastic Binding Combs,48.48,4,0.2,16.362
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Troy,Prang Dustless Chalk Sticks,1.68,1,0,0.84
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Los Angeles,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0,6.1512
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Los Angeles,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Los Angeles,Xerox 1943,146.73,3,0,68.9631
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Los Angeles,Luxo Economy Swing Arm Lamp,79.76,4,0,22.3328
US-2015-164175,30-04-2015,05-05-2015,Standard Class,PS-18970,Chicago,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225
CA-2014-106376,05-12-2014,10-12-2014,Standard Class,BS-11590,Gilbert,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
CA-2014-106376,05-12-2014,10-12-2014,Standard Class,BS-11590,Gilbert,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
CA-2016-119823,04-06-2016,06-06-2016,First Class,KD-16270,Springfield,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.6636
CA-2016-106075,18-09-2016,23-09-2016,Standard Class,HM-14980,New York City,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
CA-2017-114440,14-09-2017,17-09-2017,Second Class,TB-21520,Jackson,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0,8.763
US-2015-134026,26-04-2015,02-05-2015,Standard Class,JE-15745,Memphis,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912
US-2015-134026,26-04-2015,02-05-2015,Standard Class,JE-15745,Memphis,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
US-2015-134026,26-04-2015,02-05-2015,Standard Class,JE-15745,Memphis,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
US-2017-118038,09-12-2017,11-12-2017,First Class,KB-16600,Houston,Economy Binders,1.248,3,0.8,-1.9344
US-2017-118038,09-12-2017,11-12-2017,First Class,KB-16600,Houston,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
US-2017-118038,09-12-2017,11-12-2017,First Class,KB-16600,Houston,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
US-2014-147606,26-11-2014,01-12-2014,Second Class,JE-15745,Houston,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
CA-2016-127208,12-06-2016,15-06-2016,First Class,SC-20770,Decatur,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032
CA-2016-127208,12-06-2016,15-06-2016,First Class,SC-20770,Decatur,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352
CA-2014-139451,12-10-2014,16-10-2014,Standard Class,DN-13690,San Francisco,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172
CA-2014-139451,12-10-2014,16-10-2014,Standard Class,DN-13690,San Francisco,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031
CA-2015-149734,03-09-2015,08-09-2015,Standard Class,JC-16105,Durham,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
US-2017-119662,13-11-2017,16-11-2017,First Class,CS-12400,Chicago,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549
CA-2017-140088,28-05-2017,30-05-2017,Second Class,PO-18865,Columbia,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
CA-2017-155558,26-10-2017,02-11-2017,Standard Class,PG-18895,Rochester,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0,6.7966
CA-2017-155558,26-10-2017,02-11-2017,Standard Class,PG-18895,Rochester,Avery 511,6.16,2,0,2.9568
CA-2016-159695,05-04-2016,10-04-2016,Second Class,GM-14455,Houston,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,JS-15685,Los Angeles,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.633
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,JS-15685,Los Angeles,Panasonic Kx-TS550,73.584,2,0.2,8.2782
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,JS-15685,Los Angeles,Xerox 1995,6.48,1,0,3.1104
CA-2015-149587,31-01-2015,05-02-2015,Second Class,KB-16315,Minneapolis,Xerox 1999,12.96,2,0,6.2208
CA-2015-149587,31-01-2015,05-02-2015,Second Class,KB-16315,Minneapolis,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354
CA-2015-149587,31-01-2015,05-02-2015,Second Class,KB-16315,Minneapolis,Ibico Standard Transparent Covers,32.96,2,0,16.1504
US-2017-109484,06-11-2017,12-11-2017,Standard Class,RB-19705,Portland,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788
CA-2017-161018,09-11-2017,11-11-2017,Second Class,PN-18775,New York City,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426
CA-2017-157833,17-06-2017,20-06-2017,First Class,KD-16345,San Francisco,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592
CA-2016-149223,06-09-2016,11-09-2016,Standard Class,ER-13855,Saint Paul,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852
CA-2016-158568,29-08-2016,02-09-2016,Standard Class,RB-19465,Chicago,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184
CA-2016-158568,29-08-2016,02-09-2016,Standard Class,RB-19465,Chicago,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973
CA-2016-158568,29-08-2016,02-09-2016,Standard Class,RB-19465,Chicago,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396
CA-2016-129903,01-12-2016,04-12-2016,Second Class,GZ-14470,Rochester,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.7208
US-2015-156867,13-11-2015,17-11-2015,Standard Class,LC-16870,Aurora,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758
US-2015-156867,13-11-2015,17-11-2015,Standard Class,LC-16870,Aurora,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
US-2015-156867,13-11-2015,17-11-2015,Standard Class,LC-16870,Aurora,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174
CA-2017-119004,23-11-2017,28-11-2017,Standard Class,JM-15250,Charlotte,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016
CA-2017-119004,23-11-2017,28-11-2017,Standard Class,JM-15250,Charlotte,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994
CA-2017-119004,23-11-2017,28-11-2017,Standard Class,JM-15250,Charlotte,Newell Chalk Holder,3.304,1,0.2,1.0738
CA-2015-129476,15-10-2015,20-10-2015,Standard Class,PA-19060,Orland Park,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
CA-2017-146780,25-12-2017,30-12-2017,Standard Class,CV-12805,New York City,Magnifier Swing Arm Lamp,41.96,2,0,10.9096
CA-2016-128867,03-11-2016,10-11-2016,Standard Class,CL-12565,Urbandale,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788
CA-2016-128867,03-11-2016,10-11-2016,Standard Class,CL-12565,Urbandale,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.3476
CA-2014-115259,25-08-2014,27-08-2014,Second Class,RC-19960,Columbus,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
CA-2014-115259,25-08-2014,27-08-2014,Second Class,RC-19960,Columbus,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
CA-2014-115259,25-08-2014,27-08-2014,Second Class,RC-19960,Columbus,Xerox 1921,23.976,3,0.2,7.4925
CA-2014-115259,25-08-2014,27-08-2014,Second Class,RC-19960,Columbus,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
CA-2015-110457,02-03-2015,06-03-2015,Standard Class,DK-13090,Seattle,Hon Racetrack Conference Tables,787.53,3,0,165.3813
US-2015-136476,05-04-2015,10-04-2015,Standard Class,GG-14650,Bristol,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
CA-2016-103730,12-06-2016,15-06-2016,First Class,SC-20725,Wilmington,Artistic Insta-Plaque,47.04,3,0,18.3456
CA-2016-103730,12-06-2016,15-06-2016,First Class,SC-20725,Wilmington,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.878
CA-2016-103730,12-06-2016,15-06-2016,First Class,SC-20725,Wilmington,"Companion Letter/Legal File, Black",226.56,6,0,63.4368
CA-2016-103730,12-06-2016,15-06-2016,First Class,SC-20725,Wilmington,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759
CA-2016-103730,12-06-2016,15-06-2016,First Class,SC-20725,Wilmington,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316
US-2014-152030,26-12-2014,28-12-2014,Second Class,AD-10180,Houston,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
US-2014-134614,20-09-2014,25-09-2014,Standard Class,PF-19165,Bloomington,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
US-2017-107272,05-11-2017,12-11-2017,Standard Class,TS-21610,Phoenix,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
US-2017-107272,05-11-2017,12-11-2017,Standard Class,TS-21610,Phoenix,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
US-2016-125969,06-11-2016,10-11-2016,Second Class,LS-16975,Los Angeles,"Global Task Chair, Black",81.424,2,0.2,-9.1602
US-2016-125969,06-11-2016,10-11-2016,Second Class,LS-16975,Los Angeles,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416
US-2017-164147,02-02-2017,05-02-2017,First Class,DW-13585,Columbus,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994
US-2017-164147,02-02-2017,05-02-2017,First Class,DW-13585,Columbus,Xerox 1916,78.304,2,0.2,29.364
US-2017-164147,02-02-2017,05-02-2017,First Class,DW-13585,Columbus,Staples,21.456,9,0.2,6.9732
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,Xerox 195,20.04,3,0,9.6192
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,Xerox 1880,35.44,1,0,16.6568
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,Ideal Clamps,4.02,2,0,1.9698
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,GBC Wire Binding Strips,76.176,3,0.2,26.6616
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,Fiskars Softgrip Scissors,65.88,6,0,18.4464
CA-2016-145583,13-10-2016,19-10-2016,Standard Class,LC-16885,Roseville,Longer-Life Soft White Bulbs,43.12,14,0,20.6976
CA-2016-110366,05-09-2016,07-09-2016,Second Class,JD-15895,Philadelphia,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
CA-2017-106180,18-09-2017,23-09-2017,Standard Class,SH-19975,San Francisco,Newell 343,8.82,3,0,2.3814
CA-2017-106180,18-09-2017,23-09-2017,Standard Class,SH-19975,San Francisco,Convenience Packs of Business Envelopes,10.86,3,0,5.1042
CA-2017-106180,18-09-2017,23-09-2017,Standard Class,SH-19975,San Francisco,Xerox 1911,143.7,3,0,68.976
CA-2017-155376,22-12-2017,27-12-2017,Standard Class,SG-20080,Independence,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.2518
CA-2015-110744,07-09-2015,12-09-2015,Standard Class,HA-14920,Pasadena,Safco Industrial Wire Shelving,671.93,7,0,20.1579
CA-2014-110072,22-10-2014,28-10-2014,Standard Class,MG-17680,Newark,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,JE-16165,Franklin,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8015
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,JE-16165,Franklin,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,JE-16165,Franklin,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552
CA-2016-114489,05-12-2016,09-12-2016,Standard Class,JE-16165,Franklin,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.6285
CA-2016-158834,13-03-2016,16-03-2016,First Class,TW-21025,Scottsdale,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766
CA-2016-158834,13-03-2016,16-03-2016,First Class,TW-21025,Scottsdale,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388
CA-2015-124919,31-05-2015,02-06-2015,First Class,SP-20650,San Jose,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.271
CA-2015-124919,31-05-2015,02-06-2015,First Class,SP-20650,San Jose,Xerox 1883,105.52,4,0,48.5392
CA-2015-124919,31-05-2015,02-06-2015,First Class,SP-20650,San Jose,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
CA-2015-118948,28-05-2015,03-06-2015,Standard Class,NK-18490,Seattle,Newell 311,6.63,3,0,1.7901
CA-2014-104269,01-03-2014,06-03-2014,Second Class,DB-13060,Seattle,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
CA-2016-114104,20-11-2016,24-11-2016,Standard Class,NP-18670,Edmond,Avery 519,14.62,2,0,6.8714
CA-2016-114104,20-11-2016,24-11-2016,Standard Class,NP-18670,Edmond,Avaya 5420 Digital phone,944.93,7,0,236.2325
CA-2016-162733,11-05-2016,12-05-2016,First Class,TT-21070,Los Angeles,Xerox 1920,5.98,1,0,2.691
CA-2015-119697,28-12-2015,31-12-2015,Second Class,EM-13960,Philadelphia,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596
CA-2016-154508,16-11-2016,20-11-2016,Standard Class,RD-19900,Carlsbad,Staple envelope,28.4,5,0,13.348
CA-2016-113817,07-11-2016,11-11-2016,Standard Class,MJ-17740,Seattle,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849
CA-2014-139892,08-09-2014,12-09-2014,Standard Class,BM-11140,San Antonio,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
CA-2014-118962,05-08-2014,09-08-2014,Standard Class,CS-12130,Los Angeles,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0,9.8418
CA-2014-118962,05-08-2014,09-08-2014,Standard Class,CS-12130,Los Angeles,Xerox 1913,110.96,2,0,53.2608
CA-2014-118962,05-08-2014,09-08-2014,Standard Class,CS-12130,Los Angeles,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
US-2014-100853,14-09-2014,19-09-2014,Standard Class,JB-15400,Chicago,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12
US-2014-100853,14-09-2014,19-09-2014,Standard Class,JB-15400,Chicago,Avery 51,20.16,4,0.2,6.552
US-2017-152366,21-04-2017,25-04-2017,Second Class,SJ-20500,Houston,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16
US-2015-101511,21-11-2015,23-11-2015,Second Class,JE-15745,Newark,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
US-2015-101511,21-11-2015,23-11-2015,Second Class,JE-15745,Newark,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
CA-2015-137225,15-12-2015,19-12-2015,Standard Class,JK-15640,New York City,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104
CA-2014-166191,05-12-2014,09-12-2014,Second Class,DK-13150,Decatur,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612
CA-2014-166191,05-12-2014,09-12-2014,Second Class,DK-13150,Decatur,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
CA-2014-158274,19-11-2014,24-11-2014,Second Class,RM-19675,Monroe,AT&T TR1909W,503.96,4,0,131.0296
